Unnamed: 0,Country,Coronavirus Information,Quarantine Information,Travel Sentiment Score,Date
176,singapore,"
 Entry to Singapore 
 Short term visitors from anywhere in the world are not able to enter Singapore. 
 If you have extenuating circumstances for which you need to enter Singapore, you will only be permitted entry if you have been issued a ‘SafeTravel Pass’. For more information see  SafeTravel Pass Application Portal . 
 If you are a spouse or child of a Singapore resident (Singapore citizens and permanent residents) who needs to visit Singapore due to extenuating circumstances, an application for entry may be submitted via the  Ministry of Health . 
 Travellers are advised to check the  Singapore Ministry of Health’s (MOH’s)  website before travelling. Measures for inbound travellers are summarised in the  COVID-19 Appendix . 
 All work pass holders must comply with all Singapore government regulations or face their passes being revoked and/or fines/jail. 
 The Singapore Ministry of Manpower will only allow work pass holders and/or their dependents to enter Singapore if they have obtained prior approval of the Ministry. Employers of work pass holders are required to obtain approval from the Ministry before pass holders are able to travel to Singapore. Approval may be subject to conditions such as obtaining a doctor’s certificate before flying. 
 Any work pass holders or dependents who are granted permission to enter Singapore will be issued with a 14-day Stay at Home Notice (SHN). Further details can be found on the  Ministry of Manpower website . Work pass holders will be refused entry or risk deportation if they do not comply with this requirement. They also risk having their work pass revoked. 
","
 Everyone granted permission to enter Singapore will be issued with a Stay at Home Notice (SHN). For most arrivals this must be served at a government designated hotel and costs $2,000. 
 A limited number of countries have been designated as ‘low-risk’ and will be issued with a 7-day SHN, or no SHN. Arrivals from  these countries  will be also be permitted to carry out quarantine at their residence, if applicable. Full details of exemptions including testing requirements and quarantine information can be found on the Singapore Immigration and Checkpoints Authority (ICA)  ‘Arrival in Singapore’  and  ‘SafeTravel’  webpages. You should check these websites for updates and review  SHN  details before travelling. 
 Everyone aged over 12 who is in home quarantine will be required by law to wear an electronic tag for the duration of their quarantine period. The tags are about the size of a watch and are worn on the wrist. 
 In addition to quarantine fees, all arrivals must pay for a COVID-19 test which will be conducted before the 14 day quarantine period ends. Whilst you are serving your 14 days quarantine you will not be allowed to leave your room. Smoking may not be allowed in the facilities. The 14 day period cannot be reduced, even if you wish to leave Singapore. Failure to comply carries a fine and a jail term of up to six months. More details can be found on the Singapore government website. 
 Permanent Residents and approved work pass holders with permission to enter Singapore must submit an  online health declaration  in advance of their arrival. Otherwise it will need to be completed upon entry and may result in delays to immigration clearance. 
 Specific schemes exist for essential business travel to Singapore from Malaysia, Brunei and selected locations in China. To use these schemes your travel must be sponsored by your employer. Schemes also exist for  long-term pass holders to facilitate limited travel between  Malaysia and Singapore . 
 Transiting Singapore 
 Singapore’s Changi Airport has allowed transit to authorised airlines from 2 June but to date transit is only possible in certain circumstances. Check with your airline before undertaking a journey via Singapore.  If you transit Singapore to travel to the UK you must self-isolate for your first 14 days in the UK, following  guidance . 
",0.2976154685020447,2020-10-26
177,slovakia,"
 Entry to Slovakia 
 You may enter Slovakia without restrictions if you have spent all of the previous 14 days in a country listed on the  Slovak Ministry of Foreign Affairs website . From 20 July, this has included the UK. 
 If you have spent any of the previous 14 days in a country not on this list, you must self-isolate on arrival and  register with your regional Public Health Authority  office over the phone or online at the  Slovak Government’s Coronavirus website . You must register in advance of travel or immediately after arrival. Once registered, the authorities will contact you after at least 5 days to arrange a free RT-PCR test for COVID-19. If you are self-isolating at a private residence, anyone living in the same household must also self-isolate. After you receive a negative test result, you may end your self-isolation.  If you arrive from an EU country which is on Slovakia’s list of high-risk countries, you may end your self-isolation after 10 days without waiting for your negative test result, if you have no symptoms. For other countries on the list, you must complete 14 days of self-isolation if you do not receive a negative test result.Failure to comply with these requirements may result in a fine of up to 5,000 euros. 
 Alternatively, you may enter Slovakia from an EU country with a negative PCR test which is no older than 72 hours. You must carry your test results with you during your stay in case the authorities ask for it. 
 This information applies to UK nationals arriving by air or across land borders with Austria, Czech Republic, Hungary and Poland. 
 You can enter Slovakia from Ukraine but you must pre-register ahead of your arrival on the  Slovak Government’s Coronavirus website  and show evidence of your registration to the border official on arrival. For more information, see the  Slovak Government’s Coronavirus website . 
 Transiting Slovakia 
 Exemptions on transit for EU nationals continue to apply equally to UK nationals. If you have spent any of the previous 14 days in a  country not listed as “low risk” by the Slovak government , you may transit Slovakia in order to return to your country of residence without the need for self-isolation, testing or permission from the Slovak authorities but you must complete your transit within eight hours. 
 Transport 
 Slovakia’s international airports at Bratislava, Kosice and Poprad have resumed flights to certain permitted destinations. Flights to and from the UK resumed on 20 July. 
 Border crossings 
 All land border crossings between Slovakia and Austria, Hungary, Poland and the Czech Republic are operational but there may be random border checks. Full border checks remain in place with Ukraine. See the  Slovak Ministry of Foreign Affairs  and the  Slovak Interior Ministry website  (in Slovak only) for the latest information on border crossings. 
",MISSING DATA,0.4258672893047333,2020-10-26
178,slovenia,"
 Entry to Slovenia 
 Airports in Slovenia remain open for passenger flights.  You should consult airlines for details of flight options, to and from Slovenia. 
 International passenger train connections have re-started.  You should visit the Deutsche Bahn website for the latest schedule. 
 The Slovene authorities have announced new border entry procedures. 
 Testing/screening on arrival 
 Health checks may be conducted at all border entry points. If you display signs of coronavirus infections you will be refused entry, unless you hold a permanent residence permit for Slovenia. 
","
 The Slovenian authorities have implemented a Red, Amber and Green rating system, to determine the requirements for people arriving into Slovenia from overseas.  The rules around entry are detailed, and subject to regular change. You should regularly consult this Travel Advice and the Slovenian Government websites listed below to ensure you have the latest information. Full details can be found on this  Slovenian Government website . 
 The general rules on entry for the rating system are as follows: 
 
 
 If you are arriving into Slovenia from a country on the Green List, you do not have to enter into quarantine. 
 
 If you are arriving into Slovenia from a country on the Amber List, you may have to quarantine for 10 days depending on your circumstances (see below). 
 
 If you arriving into Slovenia from a country on the Red List, you will have to quarantine for 10 days unless you meet one of the specific exemptions that are listed by the Slovenian government.  These exemptions can be found on the  Government of Slovenia website . 
 There are two broad exemptions to be aware of: 
 
 
 From 29 September, the Slovenian authorities have confirmed that anyone arriving from a country on the Amber or Red List who has a negative Covid-19 test issued in an EU/Schengen country that is no more than 48 hours old will not be required to quarantine. The UK is covered by this exemption until 31 December 2020. 
 
 Also from 29 September, the Slovenian authorities have confirmed that anyone arriving from an EU/Schengen country or region that is on the Amber List will not be required to quarantine. The UK is covered by this exemption until 31 December 2020. 
 From 24 October, the Slovenian authorities have added the whole of the UK to the Red List. This means that all arrivals to Slovenia from the UK must enter into 10 days of quarantine, unless they meet one of the exemptions stated in the website above , or hold a negative Covid-19 test that is no more than 48 hours old. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 You should also be aware that, the Slovenian authorities have declared specific regions of neighbouring countries to be on the Red List. This includes regions in Austria, Croatia and Hungary. You can find the full details  here . 
 Anyone required to enter into quarantine will need to provide an address (where they will be staying) to the Border authorities. Failure to do so may result in the Border authorities denying you entry. During self-isolation, you are required to stay in your accommodation and not socialise outside of your household. You can take short walks for exercise, but should maintain social distancing and not engage with people from outside your household. The local municipality can make arrangements for the delivery of essential supplies if friends or family cannot support you. 
 All arriving travellers will be given advice at the border, regarding the steps they may need to take. 
 There are restrictions in place at Slovenia’s border with Italy. Non-Slovene or non-Italian nationals must cross at one of three border crossings: 
 
 Vrtojba‒St. Andrea 
 Fernetiči‒Fernetti 
 Škofije‒Rabuese 
 Krvavi potok‒Pesse 
 There are restrictions in place at Slovenia’s border with Austria. Non-Slovene  or non-Austrian nationals must cross at one of three border crossings: 
 
 Karavanke-Karawanken Tunnel 
 Ljublej-Loibtunnel 
 Šentilj-Spielfeld 
 If you enter Slovenia you are advised to carry with you evidence of your reason for travel (for example, onward travel bookings; proof of residency; a work permit). 
 Neighbouring countries have reduced restrictions on entry from Slovenia. See travel advice for  Austria ,  Croatia ,  Hungary  and  Italy . 
 If you remain in Slovenia, you should be aware that for stays longer than 90 days, you will be required to register as a Temporary Resident. Contact the Uprava Enota (the department that handles these applications) at +386 1 306 3035 or at  ue.ljubljana@gov.si . The department is open Monday to Thursday from 8am-6pm, and on Friday from 8am-2pm. 
",0.43481406569480896,2020-10-26
179,solomon-islands,"
 Entry to Solomon Islands 
 The Solomon Islands Government have announced that the last scheduled international flight departed Honiara on Friday 27 March. Honiara International Airport is now closed to all scheduled international flights although a small number of charter flights are being operated by Solomon Airlines, primarily to repatriate stranded Solomon Island citizens. 
Effective 10 June, new arrangements are in place for passengers arriving in Honiara on the (very) limited number of Solomon Airlines charter flights. 
 Incoming passengers will fall into one of several category of visitors with the following quarantine and testing requirements: 
 
 
 Category 1 – Passengers from Covid-19 free countries (e.g. Vanuatu, Samoa, Tonga) - 14 days quarantine plus 1 in-country Covid-19 test on Day 14 and, if negative (99.999%) released from quarantine. 
 
 Category 2 – Passengers from Covid-19 affected countries that are now Covid free for more than 28 days (e.g. Papua New Guinea and Fiji) – 14 days quarantine plus 2 in-country Covid-19 tests; first test between Day 5-10 and second test on Day 14. If both negative, released from quarantine. 
 
 Category 3A – Passengers from Covid-19 affected countries but with a regressing rate of new infections and the number of active cases decreasing (e.g. Australia, New Zealand, China, Thailand, Japan, Hong Kong) – 14 days quarantine on the condition they come with 2 negative test results 14 days before travelling to Solomon Islands, plus 2 in-country Covid-19 tests; first test between Day 5-10 and second test on Day 14. If both negative, released from quarantine. 
 
 Category 3B - Passengers from Covid-19 affected countries but with a regressing rate of new infections and the number of active cases decreasing (e.g. Australia, New Zealand, China, Thailand, Japan, Hong Kong) but without 2 negative test results - 14 days quarantine plus 3 qPCR in-country Covid-19 tests on Days 5, 10 and 14. If all negative, released from quarantine. 
 
 Category 4A – Passengers from Covid-19 affected countries with infection rate increasing, consistently serious or wide community transmission reports (e.g. USA, Singapore, UK, Indonesia, Philippines, Malaysia, India) 14 days quarantine on the condition they come with 3 negative test results 21 days prior to travel (21, 10 and 2 days before travel) plus 3 qPCR in-country Covid-19 tests on Days 5, 10 and 14. If all negative, released from quarantine. 
 
 Category 4B – Passengers from these (Category 4A) countries with high community transmission and daily increasing cases that do not come with 3 consecutive negative test results, will be required to serve 21 days quarantine with 3 qPCR in-country Covid-19 tests on Days 5,14 and 21. If all negative, released from quarantine. 
 If you hold a short term visa for Solomon Islands which is close to expiry, you should contact  Solomon Island Immigration  to get your visa extended. 
","
 Entering the country illegally/not observing the mandatory 14 day quarantine period could result in a fine of up to SBD 1 million (approx. £100,000) and/or 20 years imprisonment. 
 Testing / screening on arrival 
 All incoming travellers eligible to enter the country must complete a Traveller’s Public Health Declaration card. You must provide full details of your place of stay, travel itinerary and current personal contact details in Solomon Islands for 14 days after your arrival/quarantine in Solomon Islands. 
 You should comply with any additional screening measures put in place by the authorities. If you need further information about entry requirements, contact the local immigration authorities or the nearest Solomon Islands high commission. You should also check with your airline or travel company for the latest information. 
",0.4163754880428314,2020-10-26
180,somalia,"
 Screening on arrival – Somalia 
 A negative COVID-19 negative test, taken no more than 96 hours before travel, is required for entry into Somalia. 
 Screening on departure – Somalia 
 A negative COVID-19 test, taken no more than 72 hours before travel, is required for exit from Somalia. 
 Screening on arrival - Somaliland 
 A negative COVID-19 test, taken no more than 96 hours before travel, is required for entry into Somaliland. If you do not  have this evidence on arrival, then you may have to spend 14 days in quarantine at your own expense in a government approved facility. 
 Egal International Airport has put in place additional measures to screen passengers arriving into Hargeisa by air, including temperature checks. 
 Those people displaying symptoms linked to the virus may be transferred to a nearby isolation facility while further tests are carried out. 
 Land borders 
 Restrictions remain in place in neighbouring countries, including land border closures and quarantine measures. You should check before travelling to the borders of  Ethiopia ,  Djibouti  or  Kenya . 
",MISSING DATA,0.444965660572052,2020-10-26
181,south-africa,"
 Entry to South Africa 
 South Africa has classified countries into high, medium, and low-risk.  A list of high-risk countries is  here . 
 The UK has been classified as a high-risk country. The South African authorities will not grant entry to anyone travelling from a high-risk country for tourism or leisure purposes. 
 Travellers holding valid long-term visas or permanent residence visas for South Africa do not require permission to enter South Africa. 
 The following groups can apply to enter South Africa for business purposes: 
 
 Business travellers with scarce and critical skills 
 Diplomats 
 Repatriated persons 
 Investors 
 People participating in professional sporting and cultural events 
 The South African authorities have said that they will allow entry to visitors who will stay in South Africa for three months or more. If you want to visit South Africa for business reasons, or you plan to stay for three months or more, you should send your reasons for applying to enter South Africa to  Covid19BusinessTravel@dha.gov.za . You should include: 
 
 a copy of passport and /or temporary residence visa; 
 proof of business activities to be undertaken in the South Africa; 
 proof of travel itinerary; 
 proof of address or accommodation in the South Africa. 
 International students are also allowed to return to South Africa to study. You should speak to your local South African High Commission to check the process for returning to South Africa. 
 You can seek permission from the South African authorities to travel to South Africa for medical reasons or to attend a family funeral.  If you need to travel to South Africa for these compassionate reasons, you should send your reasons for applying to enter South Africa to Covid19Exceptions@dha.gov.za. You should include: 
 
 a letter clearly explaining why your travel to South Africa is essential and an emergency; 
 a copy of passports and (if you have them) visas for South Africa; 
 proof of accommodation while in South Africa. 
 The processing time for this type of application is 5-10 days. 
 Unless you have a valid long-term visa, you should not travel to South Africa before approval has been granted by the South African authorities. There have been reports of delays getting approval so you should apply as early as possible to avoid disruptions to your travel plans.  The Department of Home Affairs will inform you whether your application has been successful. Unless the Department of Home Affairs tells you that you need a business visa, you should show your email approving your visit when you arrive in South Africa. You will then be given a stamp in your passport allowing you to enter the country. 
 Whilst the UK is classed as a high-risk country, the Foreign Minister has said that if you are travelling from a low-risk country and your passport indicates that you have spent 10 days or more in a low-risk country before departure, then you will be considered to be arriving from a low-risk country.  Visa-free travel has been reinstated for British travellers who have been in a low-risk country for at least 10 days immediately prior to arriving in South Africa.  This means that you will be given a stamp in your passport at the border to allow entry into the country. 
 Anyone travelling to South Africa will be required to produce a paper copy of a negative COVID-19 test not older than 72 hours from the time of departure.  We advise that you carry multiple paper copies of your negative COVID-19 test.  You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 The South African authorities have said you must have travel insurance which should cover a COVID-19 test and quarantine costs in case you display COVID-19 symptoms whilst in South Africa.  You will also need to provide proof of accommodation address upon arrival in case you need to self-quarantine at the time of arrival in the country. 
 Business travellers providing services across the borders between South Africa and the  Southern African Development Community  are allowed multiple entry subject to producing a certificate of negative COVID-19 test result not older than 72 hours from the time of departure. This certificate is valid for 14 days. 
 For any questions regarding the process to enter South Africa, you should speak to your local South African High Commission. 
 Transiting South Africa 
 If you wish to transit South African international airports, you can do so without a visa, providing you remain airside.  However, you should be aware that international flights from South Africa are limited. 
 The South African authorities are asking anyone transiting via South Africa for a paper copy of a negative COVID-19 test result from within 72 hours of your departure.  If you cannot produce a negative COVID-19 test then you may be quarantined for 10 days in government-appointed facilities. 
 You should speak to your local South African High Commission regarding transiting South Africa by land. 
 Screening on arrival 
 Screening processes have been introduced at all major ports of entry, including airports, for arrivals, departures and transit passengers. You should comply with any additional screening measures put in place by the authorities. Passengers will need to provide a paper copy of a negative COVID-19 test not older than 72 hours from time of departure to port authorities when entering the country. Additional screening may include temperature measurements and check on recent travel to affected areas. 
","
 If you fail to produce a paper copy of a negative COVID-19 test you will be required to quarantine at a government-appointed facility at your own cost. Self-isolation is not required if you have provided the negative COVID-19 test. 
 Data collection 
 The South African government requires you to complete a health declaration form with your details on arrival, including your address and contact information. 
 Testing on departure 
 Screening processes have been introduced at all major ports of entry, including airports, for arrivals, departures and transit passengers. You should comply with any additional screening measures put in place by the authorities. Screening may include temperature measurements and check on recent travel to affected areas. If you feel unwell, you should not attempt to travel. Presenting at the airport with symptoms may result in you being sent to a government health facility for quarantine and further testing. You will need to fill out a health form from the South African government. 
 If you’re currently in South Africa 
 The South African government has indicated that if you are currently in South Africa on a work, study, or other long-term visa, you can stay, under the terms of that visa. If your visa expired while under lockdown you will be granted an automatic extension until 31 January 2021 and are able to leave the country without being penalised for over-staying. If you leave South Africa, you will not be permitted to return on the same visa, and will need to apply for a new visa. 
",0.4307693839073181,2020-10-26
183,south-korea,"
 Entry to South Korea 
 Foreign nationals who have been in Hubei province in China within the previous 14 days are not permitted to enter South Korea. 
 Transiting in South Korea 
 All transit passengers receive a temperature check on arrival in Korea. Symptomatic individuals will be subject to a COVID-19 test and hospitalisation if found positive. Passengers who do not show symptoms and/or test negative may continue their journey. Transit passengers at Seoul Incheon Airport require a ticket/boarding pass for their onward flight to their final destination.  They should confirm with the airline(s) before departure that their bags have been checked through to their final destination (as transit passengers are not able to collect and re-check in baggage on arrival in Incheon Airport). 
 Transit hotels are available in both Terminals 1 and 2 at Incheon Airport. 
 Testing / screening on arrival 
 All arrivals – regardless of nationality and length of stay – are required to be tested for coronavirus (COVID-19) and to undergo quarantine for 14 days. All individuals regardless of nationality who show coronavirus symptoms on arrival will be tested. Those who test positive will be isolated and treated at a hospital or community treatment centre. 
 For those not showing symptoms on arrival, Korean nationals, and long term foreign visitors with an Alien Registration Card and Korean residence, may self-quarantine at home. Arrivals from the USA and Europe must receive a test within three days; arrivals from elsewhere must receive a test within 14 days. 
 All other foreign short-term travellers must quarantine at a government-designated facility for 14 days on arrival. Arrivals from the USA and Europe will be tested on entry before transferring to the quarantine facility; arrivals from elsewhere will move to the quarantine facility and be tested within 14 days. Individuals are required to pay a daily charge of around 100,000KRW (approximately £66) while in government quarantine facilities. 
 There is currently no charge for hospital/community centre treatment for those British Nationals testing positive. It is worth noting that individuals testing positive on arrival may spend over a month in hospital/community treatment centres before successfully testing negative and being discharged. 
 If you display symptoms or return a positive test result for COVID-19, you must comply with self-quarantine and treatment instructions issued by the Korean authorities. Failure to do so could result in deportation, the revocation of visas or residence permits and an entry ban, and you may be held liable for economic losses incurred by further transmission of the virus. The Ministry of Justice has made clear that this policy applies to foreign residents as well as short-term visitors. 
 You can find more information on Korean arrival procedures on the  Government of the Republic of Korea website . 
 Data collection 
 There are very limited exemptions from the self-quarantine system for important – primarily COVID-19 related – business, humanitarian or academic purposes. You must receive approval before you travel from the  Embassy of the Republic of Korea in the UK . Those with an exemption will still be tested for COVID-19 on arrival, and will need to participate with an active monitoring system via regular calls with a health expert and a specialised mobile App. 
 Make sure you have with you a mobile telephone with the roaming function enabled, and/or the telephone number of a friend, relative or contact who can update the authorities daily on your state of health. A hotel telephone number will not be accepted. Immigration authorities will undertake a test call before travellers leave the airport, and any individual unable to verify their contact details may be denied entry to South Korea. 
",MISSING DATA,0.4193252325057984,2020-10-26
184,south-sudan,"
 South Sudan has reopened its land borders but in effect they remain closed due to restrictions in place from neighbouring countries. 
 Coronavirus (COVID-19) certificate 
 To enter South Sudan, you must have a certificate showing you are free from coronavirus, issued no more than 48 hours ahead of your journey, and endorsed by a reputable medical provider. You will also need prior permission to enter the country from the National Taskforce. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
",MISSING DATA,0.4490925669670105,2020-10-26
185,spain,"
 Entry to Spain 
 Spain’s borders are open to European Union and Schengen-area countries. 
 Travellers arriving from the United Kingdom are not required to self-isolate on arrival in Spain. 
 Some restrictions on travellers from outside the European Union and the Schengen free-travel area remain in place. You should refer to the Spanish Embassy in the country you are in for further advice. 
 Travellers should follow the advice of the local authorities on how best to protect themselves and others, including any measures that they bring in to control the virus. See the  Coronavirus  section for further information. 
 Testing/screening on arrival 
 On arrival, travellers entering Spain from the UK will not be required to self-isolate. 
 However, you will be subject to the following three requirements: 
 
 Provide the Spanish Ministry of Health with contact information and any history of exposure to COVID-19, 48 hours prior to travel. You can do this on the  Spain Travel Health website or downloadable app . It is mandatory for all passengers travelling to Spain to fill out and sign the online form associated with your trip, regardless of your nationality or residency status. On completion, you will be issued a personal and non-transferable QR code which you must show (electronically or hardcopy) at airport health controls on arrival 
 Temperature check 
 Undergo a visual health assessment 
 Anyone who presents symptoms or fails one of the above requirements will be seen by a health professional. 
 Transiting Spain 
 Spain’s land borders are open. 
 British nationals can transit through France to return to the UK but should check the latest  FCDO travel advice for France  for entry requirements. 
 Spain re-opened its borders with Portugal on July 1, see  FCDO travel advice for Portugal . 
 For information on travel via Gibraltar, see  FCDO travel advice for Gibraltar 
 Inter-regional travel is permitted, providing your point of origin and destination do not fall within a confined area where entry and exit restrictions are in place. Transiting confined areas to reach your final destination is permitted, however you should be prepared to show evidence of your onward journey such as train or flight tickets to your final destination. See  Coronavirus  for further information. 
 If travelling with people who are not from the same household, all passengers must wear a face mask covering the nose and mouth. Penalties may be imposed if you do not comply. 
",MISSING DATA,0.4473713338375092,2020-10-26
186,sri-lanka,"
 Entry to Sri Lanka 
 Commercial airlines are operating outbound flights from Sri Lanka. Some inbound flights are operating for repatriations of Sri Lankan nationals. Entry to Sri Lanka is currently prohibited for all non-nationals, and the government of Sri Lanka is not currently issuing visas to travel to the country. 
 Non-national residents wishing to return to Sri Lanka should contact their nearest Sri Lankan High Commission for advice. 
 The Sri Lankan High Commission can be contacted via email: mail@slhc-london.co.uk. 
 Cruise ship passengers will not be allowed to disembark in the country, including for temporary shore visits. 
 Transiting Sri Lanka 
 Transit via Sri Lanka is permitted, as long as the connecting flight is within 10 hours of arrival. Travellers should check with their airline on the transit times. There are limited airside refreshment facilities available due to COVID-19 restrictions. 
","
 14 day quarantine is mandatory for all those travelling into Sri Lanka, usually followed by 14 days self-isolation at home. All arriving passengers must now take a PCR test. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 Visas 
 The government of Sri Lanka is not currently issuing visas to travel to the country. 
 The visa on arrival service has been suspended as part of the government’s response to the coronavirus outbreak. 
 If you are already in Sri Lanka, the government has not announced any further blanket extensions to visa validity beyond 11 July.  If your visa is expiring you will need to apply for an extension through the Department for Immigration and Emigration You should ring the Department for Immigration and Emigration on +94 70 710 1050 or visit their  website  to make an appointment. 
",0.4377353489398956,2020-10-26
187,st-helena-ascension-and-tristan-da-cunha,"
 Entry to St Helena, Ascension and Tristan da Cunha 
 
 All foreign nationals are permitted to enter St Helena provided they meet the immigration rules.  There are no other entry restrictions in force apart from the requirement for compulsory quarantine for 14 days (see below). 
 All travellers to Ascension Island require an entry permit visa unless exempted by their occupation, such as active members of Her Majesty’s Armed Forces. Failure to enter with a valid visa is an offence under the Entry Control (Ascension) Ordinance and may result in a fine and imprisonment. Individuals may also be refused permission to land and be required to leave on the aircraft or vessel that they arrived on.  Applicants should be aware that their applications may be affected by a change in the Ascension COVID-19 Response Level, particularly if this reflects an escalation of the seriousness of the COVID-19 threat on the island. During such circumstances permissions for certain types of entry permits may not be granted, and extant permissions may be revoked. 
 All arrivals that have travelled from a COVID-19 infected area within the last 14 days, or travelled with others who have been in an infected area in the last 14 days, are subject to isolation restrictions for 14 days following their arrival at Ascension. During this time their conditions are monitored for the development of symptoms which may be considered consistent with COVID-19. Air crews are also required to isolate for the duration of their stay on island. 
 Countries currently defined as being an infected area are listed  here . 
 During compulsory isolation, you will not be allowed to leave your accommodation unless directed to by local authorities or unless in an emergency. You will receive a daily welfare check from the local police detachment. 
 All visitors to Tristan da Cunha require the authority of the Island Council in advance. 
 Transiting South Africa en route to St Helena / Ascension / Tristan da Cunha 
 All British nationals are now required to apply for a visa to enter and transit South Africa. Visas will not be issued for British nationals who have recently been in countries South Africa considers high risk for coronavirus, which includes the UK. For more information on visas, contact the  South African High Commission . 
 Testing/Screening on Arrival 
 All new arrivals to St Helena will be subject to compulsory quarantine in a government facility for 14 days and will require a test on day 14 to check they are free of COVID-19.  Visitors will need to meet the cost of quarantine.  For those arriving by ship/yacht time at sea will count towards the 14 days quarantine period. 
 All arrivals to Ascension may be subject to testing at their port of entry. If you feel unwell or develop COVID-19 symptoms during your journey, you should make the crew aware and they will ensure containment measures are implemented on arrival. 
",MISSING DATA,0.4268350303173065,2020-10-26
188,st-kitts-and-nevis,"
 Currently the borders of St Kitts and Nevis are closed to all arriving passengers except nationals or residents of St Kitts and Nevis. Access is not available either through the sea port or the airport to non-nationals. The Government of St Kitts and Nevis has announced that the borders will open again in October. 
","
 Arriving citizens will be obliged to observe a minimum of 14 days mandatory quarantine. 
",0.4324430227279663,2020-10-26
189,st-lucia,"
 St Lucia’s border re-opened on 4 June. 
","
 
 
 All travellers must complete a Pre-Arrival registration form prior to arrival to St Lucia which can be found on the  St Lucia COVID-19 page . Reservations for either a Government operated quarantine facility or a COVID-19 certified property must be confirmed before travel. 
 
 Pre-testing prior to travel is now mandatory. All travellers must provide  certified proof of a negative PCR (Polymerase Chain Reaction) COVID-19 test taken seven days or less before travel to St Lucia. Passengers will be refused boarding if they do not have proof of a negative test.  You will need to check with an accredited healthcare provider in the UK or your country you are travelling from for PCR testing options. You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 
 Visitors travelling from the Travel Bubble destinations that have zero or a low instance of COVID-19 cases designated by the Government of St Lucia are required to obtain a negative PCR test result no more than seven days prior to the date of travel. Visitors with a travel history from these areas in the last 21 days will be exempt from quarantine. Check  here  for the Government of St Lucia’s updated list. 
 
 All arriving passengers will be screened, including temperature checks, at the airport. All passengers will advance through immigration, baggage claim, customs and, except those from the Travel Bubble, arrivals for transportation to their COVID-19 certified property or Government operated quarantine facility. 
",0.4582302570343018,2020-10-26
190,st-maarten,"
 St Maarten reopened its borders to travellers from Europe on 1 July 2020.  A summary of information on entry requirements and domestic COVID-19 measures can be found  here . 
 Before arrival in St Maarten, passengers must: 
 
 
 Complete self health declaration form online  72 hours prior to arrival; 
 Provide a certified COVID-19 (PCR) Negative Test Result dated no older than 72-hours of your arrival date; 
 Travel with masks and hand sanitizer; 
 Wear a face mask during travel; 
 Research and read the guidelines and protocols of the airline you are traveling on and your airport of embarkation and visit the SXM Airport website for any updates. 
",MISSING DATA,0.4762077331542969,2020-10-26
191,st-martin-and-st-barthelemy,"
 All travellers over the age of 11 must undertake a test for COVID-19 within 72 hours before departure for St Martin & St Barthélemy. The test is obligatory and the traveller must show proof of a negative result before embarking. 
 Travellers must also provide a self -certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. 
 Airlines will refuse boarding to anyone who does not produce both proof of a negative result and the self-certified document. 
 For further information on entry rules for St Martin & St Barthélemy please consult the website of the local prefecture . 
",MISSING DATA,0.4379017949104309,2020-10-26
192,st-pierre-and-miquelon,"
 The information on this page covers the most common types of travel and reflects the UK government’s understanding of the rules currently in place. Unless otherwise stated, this information is for travellers using a full ‘British Citizen’ passport. 
 The authorities in the country or territory you’re travelling to are responsible for setting and enforcing the rules for entry. If you’re unclear about any aspect of the entry requirements, or you need further reassurance, you’ll need to contact the  embassy, high commission or consulate  of the country or territory you’re travelling to. 
 You should also consider checking with your transport provider or travel company to make sure your passport and other travel documents meet their requirements. 
 Everyone should comply with the measures put in place in St Pierre & Miquelon to limit the spread of coronavirus (COVID-19). 
 Entry to St Pierre & Miquelon 
 All travellers over the age of 11 must undertake a test for COVID-19 within 72 hours before departure for St Pierre & Miquelon. The test is obligatory and the traveller must show proof of a negative result before embarking. 
 Travellers must also provide a self -certified document affirming that they have no COVID symptoms and that to their knowledge they have not been in contact with any person confirmed positive within the last 14 days. 
 Airlines will refuse boarding to anyone who does not produce both proof of a negative result and the self-certified document. 
",MISSING DATA,0.4313920438289641,2020-10-26
193,st-vincent-and-the-grenadines,"
 The entry requirements into St Vincent and the Grenadines vary depending upon country of origin and are subject to review or change on a regular basis. You should always consult the  St Vincent and the Grenadines’ entry protocol documents  for the full and latest information. 
 You should not use the NHS testing service to get a test in order to facilitate your travel to another country. You should arrange to take a private test. 
 There are no direct commercial flights from the UK to St Vincent and the Grenadines. As transit country (eg Barbados) entry requirements may well be different to those of St Vincent and the Grenadines, you are advised to  check  and respect the requirements of the country through which you are transiting en route to St Vincent and the Grenadines before you travel. 
",MISSING DATA,0.4460660815238953,2020-10-26
